ells,ksz_lt_cls
5312,4.816721268020547e-07
5313,4.572749631935492e-07
5314,4.4396054814785907e-07
5315,4.993362716287481e-07
5316,4.7117546097505563e-07
5317,4.85523012931148e-07
5318,4.765923992815119e-07
5319,4.875454311976332e-07
5320,4.909874641124986e-07
5321,5.11299718329387e-07
5322,4.574698877406894e-07
5323,4.978123601019856e-07
5324,4.439511739790675e-07
5325,4.7223167588488397e-07
5326,4.652923696129805e-07
5327,4.868187840416538e-07
5328,4.990270707403706e-07
5329,4.4858707768582215e-07
5330,4.801902666235355e-07
5331,4.40755682026858e-07
5332,4.78166486703624e-07
5333,4.4673255030922723e-07
5334,4.450145720010927e-07
5335,4.621019372844245e-07
5336,4.6928286794398773e-07
5337,4.735929240000313e-07
5338,4.761682108667551e-07
5339,4.941542755661753e-07
5340,4.813444209227648e-07
5341,4.985764554797126e-07
5342,4.535701703789722e-07
5343,4.861045591549188e-07
5344,4.735183489398117e-07
5345,4.502290535022622e-07
5346,4.7364726292972563e-07
5347,4.941005817443017e-07
5348,4.236996905028721e-07
5349,4.617578059765696e-07
5350,4.661047137451766e-07
5351,4.377320230408705e-07
5352,4.839739307174479e-07
5353,4.845857003623267e-07
5354,4.655275089416731e-07
5355,4.7242688251667095e-07
5356,4.671972710205563e-07
5357,4.6035020109851253e-07
5358,4.623150476986332e-07
5359,4.674013982809996e-07
5360,4.914707564363515e-07
5361,4.664719431307977e-07
5362,4.788749372071198e-07
5363,4.627912269126673e-07
5364,4.466037229221384e-07
5365,4.7494374955673123e-07
5366,4.6975508360382395e-07
5367,4.979532181419006e-07
5368,4.796601231446041e-07
5369,4.3730947177102993e-07
5370,4.6553365349330874e-07
5371,4.590394715482703e-07
5372,4.513180490526228e-07
5373,4.830503913467738e-07
5374,4.448017393610883e-07
5375,4.610732128417175e-07
5376,4.382320570276074e-07
5377,4.519402564578462e-07
5378,4.714141717748002e-07
5379,4.584849141881279e-07
5380,4.613576833552537e-07
5381,4.433148668911212e-07
5382,4.525593723452574e-07
5383,4.5732388535453907e-07
5384,4.4397603121593124e-07
5385,4.464044848922701e-07
5386,4.2248414863971525e-07
5387,4.5893156525529653e-07
5388,4.711366430971473e-07
5389,4.832949831509739e-07
5390,4.6007829878195694e-07
5391,4.525410322067462e-07
5392,4.874673705831108e-07
5393,4.83203492425115e-07
5394,4.584065715863551e-07
5395,4.4939702773249917e-07
5396,4.7308745468228185e-07
5397,4.666767948607364e-07
5398,4.3838393704628805e-07
5399,4.941549338746273e-07
5400,4.583524283365522e-07
5401,4.785904583029112e-07
5402,4.693739082872181e-07
5403,4.519766295276789e-07
5404,4.474598458320957e-07
5405,4.7238430357396995e-07
5406,4.6282815972654724e-07
5407,4.446044840781217e-07
5408,4.533353179730202e-07
5409,4.6868300812303714e-07
5410,4.398654930308284e-07
5411,4.3266570079978353e-07
5412,4.6607348861145725e-07
5413,4.442643791098352e-07
5414,4.571060015658308e-07
5415,4.6095412095338013e-07
5416,4.5834411400216005e-07
5417,4.5963264104114753e-07
5418,4.836880833456556e-07
5419,4.265487190389043e-07
5420,4.363361454477715e-07
5421,4.7264180209862767e-07
5422,4.308707031658959e-07
5423,4.6631175704505857e-07
5424,4.7472930615687753e-07
5425,4.91874641044557e-07
5426,4.4074559604338994e-07
5427,4.934044778380182e-07
5428,4.5679372909270255e-07
5429,4.3380308151933955e-07
5430,4.539795372822958e-07
5431,4.468896391826104e-07
5432,4.5241845061023876e-07
5433,4.51513580424426e-07
5434,4.5496609441540944e-07
5435,4.3528903404592614e-07
5436,4.4912039635870415e-07
5437,4.5406793587945315e-07
5438,4.906797155386966e-07
5439,4.5889903924165005e-07
5440,4.544141670690414e-07
5441,4.7638386972678724e-07
5442,4.6824683839724717e-07
5443,4.2810850148526174e-07
5444,4.528221385590394e-07
5445,4.459344085417739e-07
5446,4.637229942129551e-07
5447,4.490198436893748e-07
5448,4.311156046661872e-07
5449,4.858553015133062e-07
5450,4.315466219438349e-07
5451,4.472278274206382e-07
5452,4.776111180051229e-07
5453,4.313209043246299e-07
5454,4.55452895111118e-07
5455,4.593652802086152e-07
5456,4.657451133030916e-07
5457,4.750855617701093e-07
5458,4.4395586067615763e-07
5459,4.785848945133521e-07
5460,4.6336019288309654e-07
5461,4.2081002721417584e-07
5462,4.6599641021337974e-07
5463,4.3841139947268934e-07
5464,4.5827966401531906e-07
5465,4.414843127804026e-07
5466,4.374508428711491e-07
5467,4.784091551927942e-07
5468,4.5126835809544316e-07
5469,4.281561991665924e-07
5470,4.595293428289494e-07
5471,4.5194617731062945e-07
5472,4.4939492820341217e-07
5473,4.536934598936699e-07
5474,4.792498746029731e-07
5475,4.646929892961906e-07
5476,4.2287147326583835e-07
5477,4.519480011591092e-07
5478,4.4620385970532326e-07
5479,4.484549892704383e-07
5480,4.60452763971103e-07
5481,4.3676723264231205e-07
5482,4.567646434943069e-07
5483,4.6507340321360723e-07
5484,4.6716821796120093e-07
5485,4.3320547072197873e-07
5486,4.3751408358002184e-07
5487,4.4923147156392303e-07
5488,4.126290275933501e-07
5489,4.4212390141927147e-07
5490,4.6815350896218426e-07
5491,4.381901042819925e-07
5492,4.383218559624994e-07
5493,4.392844857358723e-07
5494,4.303101927960157e-07
5495,4.501771646804582e-07
5496,4.22436380840793e-07
5497,4.195899366766142e-07
5498,4.5620287556792603e-07
5499,4.048179182988549e-07
5500,4.6242124874696845e-07
5501,4.472706742784579e-07
5502,4.5019769130847493e-07
5503,4.213425793836055e-07
5504,4.2909621360057465e-07
5505,4.2780811040094383e-07
5506,4.363796718468729e-07
5507,4.3135009795956433e-07
5508,4.418495711123948e-07
5509,4.5606047734083495e-07
5510,4.4783265738083587e-07
5511,4.1623855484172435e-07
5512,4.4631935302813295e-07
5513,4.4655224353873897e-07
5514,4.298811883585854e-07
5515,4.405343707012752e-07
5516,4.5836839851591083e-07
5517,4.631556125413283e-07
5518,4.791048703604118e-07
5519,4.30879553094949e-07
5520,4.4006775412999235e-07
5521,4.400854434900537e-07
5522,4.3079407291658643e-07
5523,4.3882220929777255e-07
5524,4.3227782837467185e-07
5525,4.544027131386206e-07
5526,4.273498329233624e-07
5527,4.4924173912384715e-07
5528,4.330802432750263e-07
5529,4.277805460320179e-07
5530,4.2652368669136953e-07
5531,4.309924864643821e-07
5532,4.289862989973753e-07
5533,4.6453799256647305e-07
5534,4.3830135582382127e-07
5535,4.031415129382984e-07
5536,4.2083554123356867e-07
5537,4.2456923155882423e-07
5538,4.3843622977673327e-07
5539,4.444704962965671e-07
5540,4.199708882359652e-07
5541,4.4261808832877497e-07
5542,4.402287020940486e-07
5543,4.367070482229997e-07
5544,4.442352523329553e-07
5545,4.1838254595704785e-07
5546,4.332126693681512e-07
5547,4.487017009249698e-07
5548,4.39797314277454e-07
5549,4.5618328326554075e-07
5550,4.656258981887312e-07
5551,4.561578081274521e-07
5552,4.052760078617418e-07
5553,4.4432737835457924e-07
5554,4.242399781343507e-07
5555,4.2728348384329005e-07
5556,4.2742356609659036e-07
5557,4.237170990821522e-07
5558,4.177573950978065e-07
5559,4.2079267138406697e-07
5560,4.6251344231981367e-07
5561,4.2659236728201435e-07
5562,4.133689410284675e-07
5563,4.222418044841193e-07
5564,4.522367354985529e-07
5565,4.4852570389535267e-07
5566,4.4730171063749483e-07
5567,4.207109558536004e-07
5568,4.519903169243045e-07
5569,4.082802566103475e-07
5570,4.224453274608736e-07
5571,4.3100255703813103e-07
5572,4.306511564556346e-07
5573,4.3555195772374276e-07
5574,4.6259202707129726e-07
5575,4.679498255064305e-07
5576,4.251890483709057e-07
5577,4.207666889331996e-07
5578,4.080693139534333e-07
5579,4.231501846112023e-07
5580,4.068643295482514e-07
5581,4.3482280098813706e-07
5582,4.235201997438639e-07
5583,4.2101665808616373e-07
5584,4.2190662793680414e-07
5585,4.3799313439333675e-07
5586,4.423936755027261e-07
5587,3.918151606775576e-07
5588,4.2740001925103335e-07
5589,4.298065713258422e-07
5590,4.486169453692115e-07
5591,4.3045996956779583e-07
5592,4.2961779665270655e-07
5593,4.3247459514264813e-07
5594,4.3096969918601883e-07
5595,4.4213989253133963e-07
5596,4.252258956211063e-07
5597,4.383137020880633e-07
5598,4.4191439458806345e-07
5599,4.460125708817166e-07
5600,4.210879795705295e-07
5601,4.124525043704917e-07
5602,4.293043625561264e-07
5603,4.340752077153903e-07
5604,4.460709043356665e-07
5605,4.232100584429122e-07
5606,4.4483556256018905e-07
5607,4.241866819377598e-07
5608,4.021653652551301e-07
5609,4.480287820987803e-07
5610,4.130117662666036e-07
5611,3.889539382949859e-07
5612,4.0132131723548544e-07
5613,4.3066270056168874e-07
5614,4.26841265410651e-07
5615,4.2385543345352435e-07
5616,4.181049433585228e-07
5617,4.3479059163934234e-07
5618,4.304904634148607e-07
5619,4.560298497409214e-07
5620,4.3006975198177687e-07
5621,4.126255265582962e-07
5622,4.5583412218134933e-07
5623,4.119007767775443e-07
5624,4.2370072399123797e-07
5625,4.0847776886566605e-07
5626,4.4972880901449015e-07
5627,4.184305404594236e-07
5628,4.3861420221901496e-07
5629,4.194528967048058e-07
5630,4.4257065442185106e-07
5631,4.1059720095393956e-07
5632,4.184911620943772e-07
5633,4.365901450542569e-07
5634,4.2180303938888965e-07
5635,3.982031099393723e-07
5636,4.2228127641972634e-07
5637,4.443854669137981e-07
5638,3.6829101037756375e-07
5639,4.504711829438989e-07
5640,4.338342920072729e-07
5641,4.244044802742816e-07
5642,4.395236900877249e-07
5643,4.638647310998678e-07
5644,4.5640143097595833e-07
5645,4.105899751116528e-07
5646,4.1277759844105677e-07
5647,4.144377107876147e-07
5648,4.4880023381992243e-07
5649,4.440525869374404e-07
5650,3.9316897714555807e-07
5651,4.4359608391874276e-07
5652,4.3370304186393156e-07
5653,4.3097685324018903e-07
5654,4.334088570622884e-07
5655,4.4623006427102335e-07
5656,4.209574274262611e-07
5657,4.114025717652651e-07
5658,4.1696124968640916e-07
5659,4.3040509746347155e-07
5660,4.508995239870193e-07
5661,4.0388041624705226e-07
5662,4.4821888485325636e-07
5663,4.199776365975242e-07
5664,4.1341566606772675e-07
5665,3.916655263399008e-07
5666,4.108440049646634e-07
5667,4.316712757431034e-07
5668,3.9680609521280553e-07
5669,4.112596071284026e-07
5670,4.0348214769041715e-07
5671,4.020774537443276e-07
5672,3.8300674630210424e-07
5673,3.89641762723224e-07
5674,4.296714889683509e-07
5675,4.222454718389922e-07
5676,4.154613607751073e-07
5677,3.870589874388427e-07
5678,4.2144897242332005e-07
5679,4.1886252749954984e-07
5680,4.0082431517792514e-07
5681,4.299237045598799e-07
5682,4.313594647118479e-07
5683,4.4232920793300266e-07
5684,4.078798970877352e-07
5685,4.4455704416639224e-07
5686,3.984924746434497e-07
5687,3.907973548644338e-07
5688,4.1574192539137595e-07
5689,3.9927554378192475e-07
5690,4.1362961103116255e-07
5691,4.1026835507773364e-07
5692,4.195046673414016e-07
5693,4.083660760795031e-07
5694,4.147711689534489e-07
5695,4.0757839736815023e-07
5696,4.0749877595042673e-07
5697,4.50117214788496e-07
5698,4.052723420662449e-07
5699,4.1333478604447686e-07
5700,4.434121693533261e-07
5701,4.0154928191466507e-07
5702,3.9078152223746047e-07
5703,3.96469101032583e-07
5704,4.003044659877329e-07
5705,4.0650367362531946e-07
5706,4.2387606764057537e-07
5707,4.59387885995849e-07
5708,4.1358727999125335e-07
5709,4.1760764531237826e-07
5710,4.0045694809393047e-07
5711,4.15350987013253e-07
5712,4.091423740511187e-07
5713,4.2066200339520236e-07
5714,4.174990740569337e-07
5715,4.1280847100572453e-07
5716,4.2900413071420753e-07
5717,3.9135716869684276e-07
5718,4.1095970848676646e-07
5719,4.089169005925376e-07
5720,3.885592169104867e-07
5721,4.3913845829644567e-07
5722,4.3038412333363007e-07
5723,4.297366176953771e-07
5724,3.8491948350951304e-07
5725,4.053101857835442e-07
5726,4.0506621139666996e-07
5727,4.04112514072715e-07
5728,4.078512434706476e-07
5729,3.9852278549211576e-07
5730,4.1136890462369895e-07
5731,4.121298726909991e-07
5732,4.3504604274870466e-07
5733,4.316850541344544e-07
5734,4.262718262859766e-07
5735,3.5418699385783e-07
5736,3.9918481808141237e-07
5737,4.0833091395044914e-07
5738,4.228431822565139e-07
5739,3.8005095190457266e-07
5740,3.89796820249058e-07
5741,4.0435264716860314e-07
5742,3.852986884827057e-07
5743,4.0281877502056353e-07
5744,4.391233419700254e-07
5745,4.020084078099361e-07
5746,4.0885278016230034e-07
5747,4.0781256107217554e-07
5748,4.0382340043151635e-07
5749,3.891495647128672e-07
5750,4.0767543592678276e-07
5751,3.9511011906281517e-07
5752,3.9346748514083307e-07
5753,3.99872616801934e-07
5754,3.9725668485444775e-07
5755,4.0432497233779456e-07
5756,3.852709699055141e-07
5757,4.084133298216059e-07
5758,3.8370466789017717e-07
5759,3.9089883077870495e-07
5760,3.803801035742608e-07
5761,4.211936534793272e-07
5762,4.129935801827104e-07
5763,3.910612391461819e-07
5764,4.0544794059264535e-07
5765,4.0198142220861307e-07
5766,3.9191485239178465e-07
5767,4.0085324425353645e-07
5768,3.895817671082515e-07
5769,4.0326732703646136e-07
5770,3.949497537273278e-07
5771,3.843414212846692e-07
5772,3.875188338567719e-07
5773,3.932557136484557e-07
5774,4.16990843320951e-07
5775,4.00264129909094e-07
5776,4.183795410521501e-07
5777,3.834270260375351e-07
5778,4.25774541434071e-07
5779,4.018015326193759e-07
5780,3.9698309296226976e-07
5781,4.18070255980022e-07
5782,3.96327520993873e-07
5783,3.8203812428942467e-07
5784,4.0209473361987686e-07
5785,4.169059758094633e-07
5786,3.872182431306674e-07
5787,4.0298994569083393e-07
5788,4.2149728209965946e-07
5789,4.1316663002133575e-07
5790,3.7965898888006425e-07
5791,4.204708121376073e-07
5792,4.046659837855068e-07
5793,4.0651343588649354e-07
5794,4.17258976199731e-07
5795,4.0805529373204324e-07
5796,3.94475227879733e-07
5797,3.9858714842523135e-07
5798,3.822414747583285e-07
5799,4.027812215640949e-07
5800,4.08394258553709e-07
5801,4.145663838647126e-07
5802,3.999142976288598e-07
5803,4.185936556894355e-07
5804,3.942116137125898e-07
5805,3.854153999964934e-07
5806,3.7594360480701653e-07
5807,3.9912032328119175e-07
5808,3.88881966780743e-07
5809,4.0530848373811417e-07
5810,3.9859146816391337e-07
5811,3.88456751578019e-07
5812,3.86882854379912e-07
5813,4.25333663299774e-07
5814,4.1601430784667543e-07
5815,4.144961068009578e-07
5816,3.9362816801637514e-07
5817,3.9340351300377115e-07
5818,4.0192862923584447e-07
5819,3.545454708078793e-07
5820,3.923179392381391e-07
5821,3.788270056161412e-07
5822,3.924424556805889e-07
5823,3.8660561079886134e-07
5824,4.010138729610362e-07
5825,4.105779965567571e-07
5826,4.045636265688375e-07
5827,3.926979432461261e-07
5828,3.9917986330889845e-07
5829,3.8733499608537444e-07
5830,4.210491748603644e-07
5831,3.87969388707504e-07
5832,4.029050718463523e-07
5833,3.9254032555002027e-07
5834,3.889292159954488e-07
5835,4.0271611812419917e-07
5836,3.936779613120546e-07
5837,4.120437043006122e-07
5838,3.822957574297142e-07
5839,3.9038418838198156e-07
5840,3.6756556824180193e-07
5841,4.003104331762097e-07
5842,3.826569904166382e-07
5843,3.9127001318385314e-07
5844,3.6539803968470095e-07
5845,4.0340327049141096e-07
5846,4.018464394939826e-07
5847,3.95249588623566e-07
5848,3.7469737613383163e-07
5849,3.815537428129487e-07
5850,3.726963446347641e-07
5851,3.87892014625127e-07
5852,3.85381602798814e-07
5853,3.915924784094984e-07
5854,4.1074148144709354e-07
5855,4.0823054529114435e-07
5856,3.9680571172046274e-07
5857,4.175717824348175e-07
5858,3.9731244861917996e-07
5859,3.746852312112938e-07
5860,3.936229196811838e-07
5861,3.7829179760072904e-07
5862,3.983850517206333e-07
5863,3.946621251223711e-07
5864,3.9546891213519615e-07
5865,3.9697200130541583e-07
5866,3.830525208899201e-07
5867,3.5068303832352495e-07
5868,3.577965911580305e-07
5869,3.823585097643218e-07
5870,3.697245229568133e-07
5871,4.154622200593245e-07
5872,3.7252321436320017e-07
5873,3.80171571650217e-07
5874,3.9472320567542895e-07
5875,3.7883111959505123e-07
5876,3.9385637455153755e-07
5877,3.9098041549901177e-07
5878,4.050626021500744e-07
5879,4.101229563074143e-07
5880,3.790102090484142e-07
5881,3.9586843578165614e-07
5882,3.926178120042043e-07
5883,3.7465540128197704e-07
5884,3.81570803515739e-07
5885,3.9603181604676136e-07
5886,4.1464300018458795e-07
5887,3.9739034133827685e-07
5888,3.6383032179933334e-07
5889,3.916901044502733e-07
5890,4.082360395377795e-07
5891,3.753874840122596e-07
5892,4.0331101950654356e-07
5893,3.7161643374464696e-07
5894,3.7190109616245705e-07
5895,3.870974500068247e-07
5896,3.700603647982446e-07
5897,3.835455112561663e-07
5898,3.8386858023458894e-07
5899,3.843186739515598e-07
5900,3.6847732403942235e-07
5901,3.950114832948482e-07
5902,3.9404434038102334e-07
5903,3.7169554972483513e-07
5904,4.000175597808916e-07
5905,3.8462676292798116e-07
5906,3.492508361220458e-07
5907,3.796428628225608e-07
5908,3.6398095654099744e-07
5909,4.0426458194515556e-07
5910,3.652151624729678e-07
5911,3.82842175093283e-07
5912,3.7988457619268524e-07
5913,3.7617262875129754e-07
5914,3.6164051303310587e-07
5915,3.881433248812005e-07
5916,3.7082979874401267e-07
5917,3.6911669689088685e-07
5918,4.0366244374604054e-07
5919,3.8670876221318507e-07
5920,3.8985761744381716e-07
5921,3.554395286602971e-07
5922,3.741362292100255e-07
5923,3.782384746612474e-07
5924,3.7262417480598834e-07
5925,3.897866443334986e-07
5926,3.9940613347889247e-07
5927,3.5250035891894333e-07
5928,3.912874695906413e-07
5929,4.041533964422908e-07
5930,3.7728605464614383e-07
5931,3.540938891657073e-07
5932,3.8693913327997803e-07
5933,3.7416581369967603e-07
5934,3.7948652286788124e-07
5935,3.753168021572734e-07
5936,3.69502846435981e-07
5937,3.84275973542953e-07
5938,3.792515754580933e-07
5939,3.7599853227310375e-07
5940,3.597389048417569e-07
5941,3.744445984470596e-07
5942,3.6778157468762984e-07
5943,3.8132104537785077e-07
5944,3.6586826995091026e-07
5945,4.112796887941433e-07
5946,3.8253681654854126e-07
5947,3.91113650805758e-07
5948,3.6220420646854015e-07
5949,3.7116501910237483e-07
5950,3.5725704180677207e-07
5951,4.002539976605263e-07
5952,3.8429556465620693e-07
5953,3.870420567985284e-07
5954,3.652711969212814e-07
5955,3.8917826400654973e-07
5956,3.622102570636378e-07
5957,3.853764156562296e-07
5958,3.911130080674117e-07
5959,3.704653227659036e-07
5960,3.734795004766562e-07
5961,3.736225810874489e-07
5962,3.8797896215166173e-07
5963,3.727922520579991e-07
5964,3.802748404721769e-07
5965,3.887441494481549e-07
5966,4.035570614550823e-07
5967,3.641996834317394e-07
5968,3.7322203013200543e-07
5969,3.871666130579918e-07
5970,3.6913476866702903e-07
5971,3.9813777370561705e-07
5972,3.822893338840834e-07
5973,3.787470151143736e-07
5974,3.604951796696325e-07
5975,3.841256255516983e-07
5976,3.773673404574495e-07
5977,3.855122176058905e-07
5978,3.7819291904702057e-07
5979,3.669406683337205e-07
5980,3.7036991136830125e-07
5981,3.737284432203126e-07
5982,3.720098830381538e-07
5983,4.021185687345029e-07
5984,3.9015010987556494e-07
5985,3.6949664887276595e-07
5986,3.861476035032373e-07
5987,3.411293154135496e-07
5988,3.9218819914520193e-07
5989,3.843808557240778e-07
5990,3.5683576450348374e-07
5991,3.784268974680726e-07
5992,3.855175683970389e-07
5993,3.662792136939335e-07
5994,3.6402461057478443e-07
5995,3.8199992727138677e-07
5996,3.7109654252240787e-07
5997,3.596683081728039e-07
5998,3.841505903256454e-07
5999,3.837045549451805e-07
6000,3.627881172201541e-07
6001,3.880437481417622e-07
6002,3.807107994851485e-07
6003,3.7090324285287485e-07
6004,3.8661854179149787e-07
6005,3.588549816896395e-07
6006,3.676093494620854e-07
6007,3.642029479975166e-07
6008,3.514619271775838e-07
6009,3.8550207763962975e-07
6010,3.558784130481058e-07
6011,3.771088754217052e-07
6012,3.5964478209095735e-07
6013,3.8147009024408583e-07
6014,3.7186418888319315e-07
6015,3.690908010837603e-07
6016,3.760023393807105e-07
6017,3.7447877322822037e-07
6018,3.7204068705228315e-07
6019,3.769335143686675e-07
6020,3.543222724341282e-07
6021,3.853839279342966e-07
6022,3.743739369505012e-07
6023,3.687823056991077e-07
6024,3.701399850681393e-07
6025,3.798194937861599e-07
6026,3.757192751016805e-07
6027,3.8546155661084643e-07
6028,3.4828991169333765e-07
6029,3.6855267448006134e-07
6030,3.981253972301731e-07
6031,3.7625824932728835e-07
6032,3.6502459373580376e-07
6033,3.7096457237793773e-07
6034,3.5684183153076973e-07
6035,3.707857515240701e-07
6036,3.6456376451465274e-07
6037,3.668863055994984e-07
6038,3.5012779988799613e-07
6039,3.5019178944381193e-07
6040,3.4721263920769607e-07
6041,3.6249869431883855e-07
6042,3.530029241964357e-07
6043,3.5877923586407246e-07
6044,3.5788347408396063e-07
6045,3.62656240006297e-07
6046,3.571606121882383e-07
6047,3.718321683232123e-07
6048,3.444067101513722e-07
6049,3.836460178838063e-07
6050,3.274286691512674e-07
6051,3.775571088072268e-07
6052,3.6099290144713805e-07
6053,3.747077283810901e-07
6054,3.474627194811296e-07
6055,3.5605181814444203e-07
6056,3.5729707756499653e-07
6057,3.67065501406768e-07
6058,3.5796818289236387e-07
6059,3.340975884138479e-07
6060,3.763619403324991e-07
6061,3.6568484051264547e-07
6062,3.558473756308262e-07
6063,3.5931054503848835e-07
6064,3.373545574574295e-07
6065,3.7851839591785536e-07
6066,3.6768717948227024e-07
6067,3.530829309270256e-07
6068,3.5538517554484434e-07
6069,3.505467336183639e-07
6070,3.733916995924267e-07
6071,3.6093634357001916e-07
6072,3.633303517488455e-07
6073,3.9289951434987e-07
6074,3.6611559418263423e-07
6075,3.7808015749716604e-07
6076,3.6524710127591636e-07
6077,3.5926582981215115e-07
6078,3.5046920469133327e-07
6079,3.526457952994046e-07
6080,3.398932479943398e-07
6081,3.801134588919289e-07
6082,3.752295031936734e-07
6083,3.51813343159228e-07
6084,3.7338134416898713e-07
6085,3.621441638476835e-07
6086,3.57874639192936e-07
6087,3.6446364420145536e-07
6088,3.4983019643204967e-07
6089,3.642831391392571e-07
6090,3.654090890915731e-07
6091,3.4493905330679864e-07
6092,3.5784306228360423e-07
6093,3.3686467254277444e-07
6094,3.5508050203835005e-07
6095,3.5749423815619603e-07
6096,3.464937928425958e-07
6097,3.7570881527028356e-07
6098,3.7493273554602164e-07
6099,3.5589743036706676e-07
6100,3.4278960619021243e-07
6101,3.655971310401632e-07
6102,3.561698880189493e-07
6103,3.6116985595989384e-07
6104,3.402797493040595e-07
6105,3.4142023383128835e-07
6106,3.5586347280342955e-07
6107,3.321088313528851e-07
6108,3.566459787087046e-07
6109,3.408103929256081e-07
6110,3.7220975524668933e-07
6111,3.640088297254409e-07
6112,3.642323219938454e-07
6113,3.474888542867239e-07
6114,3.5313631159994026e-07
6115,3.4540207610503015e-07
6116,3.688168407095645e-07
6117,3.475387013267222e-07
6118,3.791269381910166e-07
6119,3.672801507440248e-07
6120,3.661032342032056e-07
6121,3.6771551484168186e-07
6122,3.580811998225801e-07
6123,3.4932826318689567e-07
6124,3.4459302333084657e-07
6125,3.5348224341785294e-07
6126,3.5169265113313143e-07
6127,3.5777596034632046e-07
6128,3.714725478504501e-07
6129,3.674442337274741e-07
6130,3.353995727312654e-07
6131,3.543492419975095e-07
6132,3.362746937229648e-07
6133,3.5647933883574915e-07
6134,3.511983129232176e-07
6135,3.7228621439748835e-07
6136,3.506597646271175e-07
6137,3.3629046635429715e-07
6138,3.5803679052743974e-07
6139,3.546168289595951e-07
6140,3.306625849785859e-07
6141,3.515408351796593e-07
6142,3.4405240795284315e-07
6143,3.516704450417057e-07
6144,3.4405875457476295e-07
6145,3.5962373601098886e-07
6146,3.5679538030752245e-07
6147,3.6472732723741757e-07
6148,3.6018494037807243e-07
6149,3.5470919509085103e-07
6150,3.698987934132921e-07
6151,3.280637056858799e-07
6152,3.3661681845633895e-07
6153,3.4256884990955354e-07
6154,3.629425438950139e-07
6155,3.548215167675043e-07
6156,3.4783025152232495e-07
6157,3.38585844472848e-07
6158,3.753308225366081e-07
6159,3.4332978332448154e-07
6160,3.612609618070265e-07
6161,3.6811252529657485e-07
6162,3.3948989640011446e-07
6163,3.2918049455197106e-07
6164,3.6056853024143596e-07
6165,3.518883593942814e-07
6166,3.2082611142782207e-07
6167,3.4897182651949223e-07
6168,3.815431363032797e-07
6169,3.5309258903333256e-07
6170,3.449210580247195e-07
6171,3.3370802120276657e-07
6172,3.3558659362072833e-07
6173,3.601033758000515e-07
6174,3.4336577720543245e-07
6175,3.568851867194826e-07
6176,3.4357211093236323e-07
6177,3.273956817143642e-07
6178,3.4673222901791625e-07
6179,3.525853444501912e-07
6180,3.7596514185502756e-07
6181,3.6235962235548896e-07
6182,3.82735522269422e-07
6183,3.4661182900994864e-07
6184,3.5432519066638045e-07
6185,3.3821322309803734e-07
6186,3.391151034041489e-07
6187,3.319503708243746e-07
6188,3.3930913489048533e-07
6189,3.4378367174946804e-07
6190,3.3212169328353643e-07
6191,3.492541610302646e-07
6192,3.4264347094917706e-07
6193,3.546959216244779e-07
6194,3.50234534497063e-07
6195,3.2649648492033875e-07
6196,3.4467955497638474e-07
6197,3.656735389985591e-07
6198,3.441373772066364e-07
6199,3.550601231031473e-07
6200,3.509060384645506e-07
6201,3.5292190844678203e-07
6202,3.4439755960308606e-07
6203,3.308326099030467e-07
6204,3.4951304666036816e-07
6205,3.4348366408474915e-07
6206,3.692157714317561e-07
6207,3.4957388017627875e-07
6208,3.451323467441429e-07
6209,3.313638867021938e-07
6210,3.4461980646030656e-07
6211,3.452735350997379e-07
6212,3.3944753693304855e-07
6213,3.383404365582815e-07
6214,3.5476230196751715e-07
6215,3.285655135278404e-07
6216,3.2576767438289554e-07
6217,3.4559512601892915e-07
6218,3.304402144091952e-07
6219,3.3603953120848967e-07
6220,3.3859941386404223e-07
6221,3.3429115271094483e-07
6222,3.467572890272377e-07
6223,3.5506508337850564e-07
6224,3.601269991290409e-07
6225,3.6670523820173134e-07
6226,3.486978562108664e-07
6227,3.3877915432330895e-07
6228,3.3077775684451187e-07
6229,3.398522837067576e-07
6230,3.4107000544897774e-07
6231,3.497131637499199e-07
6232,3.1650470624969714e-07
6233,3.531721629721996e-07
6234,3.3503415884801106e-07
6235,3.288661690267214e-07
6236,3.4651375190917255e-07
6237,3.387776524781961e-07
6238,3.544947143862134e-07
6239,3.171318288507011e-07
6240,3.2935408834819934e-07
6241,3.1607970251278807e-07
6242,3.401020028458947e-07
6243,3.3022325071637884e-07
6244,3.2896384063238893e-07
6245,3.6471600533743957e-07
6246,3.3451575319833415e-07
6247,3.472282744290372e-07
6248,3.505062138236201e-07
6249,3.385037266154003e-07
6250,3.277611902391815e-07
6251,3.47371549756419e-07
6252,3.213613638565562e-07
6253,3.2663438941356224e-07
6254,3.4329243900363065e-07
6255,3.381312008217641e-07
6256,3.6276192494423685e-07
6257,3.383429280857236e-07
6258,3.4785650488546237e-07
6259,3.3933559184776744e-07
6260,3.4481069444443385e-07
6261,3.4547965726013136e-07
6262,3.270952783841585e-07
6263,3.425561510358626e-07
6264,3.3430086299583305e-07
6265,3.114912857100682e-07
6266,3.2579544285122973e-07
6267,3.4682799748016236e-07
6268,3.4855663820919054e-07
6269,3.501713647216276e-07
6270,3.358703919887134e-07
6271,3.174566362482819e-07
6272,3.2933148419072406e-07
6273,3.457235650799484e-07
6274,3.2125815186846444e-07
6275,3.395009406665105e-07
6276,3.5208010634695573e-07
6277,3.50899021714134e-07
6278,3.290246070385025e-07
6279,3.302926914427654e-07
