ells,ksz_lt_cls
1770,3.561217620221305e-06
1771,3.5024273465577623e-06
1772,3.7370198402085034e-06
1773,3.830010533773436e-06
1774,3.986980898294697e-06
1775,3.4389202636970557e-06
1776,3.9227088340261515e-06
1777,3.4962882501691155e-06
1778,3.94641044346136e-06
1779,3.7644700052538795e-06
1780,3.6465804363349157e-06
1781,3.587814812804764e-06
1782,4.0309321878390266e-06
1783,3.944030807128698e-06
1784,3.6206095945468288e-06
1785,3.984635741309525e-06
1786,3.5057839653109125e-06
1787,3.1267108987309547e-06
1788,3.495388639620014e-06
1789,3.8960853218718504e-06
1790,3.804974319155756e-06
1791,3.3993143660822473e-06
1792,3.527293723855292e-06
1793,3.915361760359693e-06
1794,3.591786699078545e-06
1795,3.4456504342305313e-06
1796,3.2624833627812465e-06
1797,3.784863685885215e-06
1798,3.154900694765317e-06
1799,3.305813171186153e-06
1800,3.6441930462627307e-06
1801,4.059957738094993e-06
1802,3.804115611136209e-06
1803,3.783491721354351e-06
1804,3.863266583396293e-06
1805,3.767475534843682e-06
1806,4.034718455600792e-06
1807,3.755318815815692e-06
1808,3.7004744877932526e-06
1809,3.9590662655744855e-06
1810,3.313741715231719e-06
1811,3.523778988003266e-06
1812,3.6143211467839477e-06
1813,3.665490564451562e-06
1814,3.388228212873469e-06
1815,3.529627707663499e-06
1816,3.3922249236049837e-06
1817,2.893114717332071e-06
1818,3.696850637156665e-06
1819,3.321275105647232e-06
1820,3.6997312557069383e-06
1821,3.6277688128583647e-06
1822,3.3291418340956367e-06
1823,3.062544847866243e-06
1824,3.5153305017958248e-06
1825,3.2939380138374946e-06
1826,3.297025763608945e-06
1827,3.4627977297205585e-06
1828,3.387607852532893e-06
1829,3.6941617261955308e-06
1830,3.298010617441661e-06
1831,3.4774742803945183e-06
1832,3.3576367659936727e-06
1833,3.854228739299373e-06
1834,3.5424752361253756e-06
1835,3.4058270680456644e-06
1836,3.2849372607484317e-06
1837,3.620237955415851e-06
1838,3.3120200418413015e-06
1839,3.643850887354471e-06
1840,3.325569883954191e-06
1841,3.277446682431268e-06
1842,3.56103057164464e-06
1843,3.962159741864811e-06
1844,3.2583950118284764e-06
1845,3.5044993990108443e-06
1846,3.0509490536616486e-06
1847,3.657251961719357e-06
1848,3.101383606573086e-06
1849,3.6392896650126904e-06
1850,3.5467129577978133e-06
1851,2.8754980329215078e-06
1852,3.5166787705469753e-06
1853,3.027663928982749e-06
1854,3.3382727564382973e-06
1855,3.3861666810027537e-06
1856,3.3957992043897824e-06
1857,3.4279238290559103e-06
1858,3.963424801806663e-06
1859,3.551612683332779e-06
1860,2.9084540274627544e-06
1861,3.3946090417812826e-06
1862,3.2970049981122103e-06
1863,3.354635711817682e-06
1864,3.2242764152827403e-06
1865,3.5714399044406483e-06
1866,3.505870939754073e-06
1867,3.3425828082916587e-06
1868,3.7315643197072745e-06
1869,3.5765051484289693e-06
1870,3.478026818741622e-06
1871,3.2752053570588436e-06
1872,3.5195818688769273e-06
1873,3.286356159749098e-06
1874,3.065090112022243e-06
1875,3.275450146778986e-06
1876,3.066582669908575e-06
1877,3.163671190247375e-06
1878,3.173814331517395e-06
1879,3.2883601372829643e-06
1880,3.2558348923582676e-06
1881,3.879087786870742e-06
1882,3.6316884821676395e-06
1883,3.71816948743468e-06
1884,3.2805586451848427e-06
1885,3.2580260881432855e-06
1886,3.2484668703770434e-06
1887,3.16323853745688e-06
1888,3.139315856279772e-06
1889,3.511700919761356e-06
1890,3.497416241259437e-06
1891,3.2870640949698924e-06
1892,3.353553186437135e-06
1893,3.275451483691114e-06
1894,3.3747209089802286e-06
1895,3.2249652376268137e-06
1896,3.2650401179171705e-06
1897,3.3265563737703647e-06
1898,3.7122255949392605e-06
1899,3.2065969509770246e-06
1900,3.427410054130563e-06
1901,3.1577378242932266e-06
1902,3.4447873534140956e-06
1903,3.2496782138179992e-06
1904,3.1741797662137823e-06
1905,3.519677968417629e-06
1906,3.339773561253181e-06
1907,3.2237482449732936e-06
1908,2.8764297660320296e-06
1909,3.1143179633454497e-06
1910,3.4684057261935215e-06
1911,3.604419597387664e-06
1912,3.363273782983084e-06
1913,3.515241584274025e-06
1914,3.413398128179678e-06
1915,3.613013183878679e-06
1916,3.3586133058199654e-06
1917,3.0476644899724335e-06
1918,3.2424129664802616e-06
1919,2.7963944094484294e-06
1920,3.2227172273279114e-06
1921,3.1845112870037525e-06
1922,3.19484910658931e-06
1923,3.0877038792083886e-06
1924,3.1581706620005114e-06
1925,3.5277285361874864e-06
1926,3.0271299685393945e-06
1927,3.3152863097253165e-06
1928,3.3440335995341158e-06
1929,3.147700068169997e-06
1930,3.26224054220775e-06
1931,3.22398021816248e-06
1932,3.165578357649029e-06
1933,3.353788512596959e-06
1934,3.04755049039148e-06
1935,3.1690273173502815e-06
1936,3.1282498876024926e-06
1937,2.945625619551531e-06
1938,3.497382701330477e-06
1939,3.122737715393448e-06
1940,3.422428863245037e-06
1941,3.398853676652227e-06
1942,2.993646921662244e-06
1943,3.2932312792749284e-06
1944,3.1409776926263424e-06
1945,3.3462279006253892e-06
1946,3.3121864966427705e-06
1947,3.2016044939327964e-06
1948,2.939483752914187e-06
1949,3.157033216897932e-06
1950,3.1629600617739326e-06
1951,3.054588318030698e-06
1952,3.768681232879171e-06
1953,2.8868527167012627e-06
1954,3.069310770190248e-06
1955,3.056264615769323e-06
1956,3.1811439340960627e-06
1957,3.07681892339691e-06
1958,3.5183977077497435e-06
1959,3.2463385875483645e-06
1960,3.1637426783296922e-06
1961,3.1578823213681167e-06
1962,2.9275055667490833e-06
1963,2.999734880284575e-06
1964,2.8692110423373487e-06
1965,2.9198023806237548e-06
1966,3.137533686249788e-06
1967,3.170387051731601e-06
1968,3.05469384133613e-06
1969,3.27140049990081e-06
1970,3.1224867354268784e-06
1971,2.958504690437828e-06
1972,2.9860005507345393e-06
1973,3.1473916854292678e-06
1974,3.0432066577934232e-06
1975,3.314733738595008e-06
1976,2.7374758235900577e-06
1977,2.8291908686595247e-06
1978,3.0608857929198853e-06
1979,2.9988052648251414e-06
1980,3.4027961113401204e-06
1981,3.042212178607192e-06
1982,2.867132171831771e-06
1983,2.995004540693751e-06
1984,2.9043659151952595e-06
1985,3.3167619953522434e-06
1986,3.4015293851160907e-06
1987,3.044249405355937e-06
1988,2.6014312576628295e-06
1989,2.8782176802890292e-06
1990,3.589727282425148e-06
1991,3.240188438038843e-06
1992,2.8128966753181033e-06
1993,3.280235592252645e-06
1994,3.008844821944111e-06
1995,3.063868860447767e-06
1996,2.9584484026904885e-06
1997,3.0178152427276718e-06
1998,3.1796841964796537e-06
1999,2.8891615116292435e-06
2000,2.9683907629587257e-06
2001,2.8222459285143726e-06
2002,2.8880340872296364e-06
2003,3.22730661189401e-06
2004,2.9590236386013446e-06
2005,3.1362172756848645e-06
2006,3.2183245781850167e-06
2007,2.8010026851930433e-06
2008,2.7345349126885593e-06
2009,2.974175650727198e-06
2010,3.1032382024369323e-06
2011,3.768757581968531e-06
2012,2.9125401675028604e-06
2013,2.768597928394816e-06
2014,2.879890324022269e-06
2015,3.326116542829132e-06
2016,3.222636881515687e-06
2017,3.0809109238624328e-06
2018,3.2107291943209868e-06
2019,2.8963753592424484e-06
2020,3.213194993910119e-06
2021,2.7181830785718585e-06
2022,3.1663616865953104e-06
2023,2.7938285826554396e-06
2024,3.013163878234923e-06
2025,3.0638328853902865e-06
2026,3.0165487303851224e-06
2027,2.9361355339829247e-06
2028,2.729789556614203e-06
2029,3.2333686478045696e-06
2030,3.0856640068001052e-06
2031,3.4440365586820536e-06
2032,3.0431378857270336e-06
2033,3.174545914338999e-06
2034,2.582859652646629e-06
2035,2.8012784048347804e-06
2036,3.102601739709378e-06
2037,3.167879404562327e-06
2038,2.698216117223202e-06
2039,2.7904106787256116e-06
2040,3.0210092523594148e-06
2041,2.7869878800845557e-06
2042,2.604697906968461e-06
2043,2.994944697052845e-06
2044,2.879760911766194e-06
2045,2.94584701604708e-06
2046,2.6106810500529446e-06
2047,2.4823338345075943e-06
2048,3.0211065385026014e-06
2049,3.0619425561534905e-06
2050,2.89394805184898e-06
2051,2.8850287454454084e-06
2052,2.778865324417927e-06
2053,3.0488800417483554e-06
2054,3.2069162668419373e-06
2055,3.0021787383378187e-06
2056,2.871656290106119e-06
2057,3.1154252551380898e-06
2058,2.851099428271341e-06
2059,2.886539434456384e-06
2060,2.916469309820208e-06
2061,2.7273704776753054e-06
2062,2.8915256172533406e-06
2063,2.7454382395931445e-06
2064,2.726165606667197e-06
2065,2.974212482816417e-06
2066,2.69401548595179e-06
2067,2.620293104068143e-06
2068,2.7664389960764137e-06
2069,2.7888940785467416e-06
2070,2.9798031968936007e-06
2071,2.755878185793051e-06
2072,2.6679540812956555e-06
2073,2.8269020562355156e-06
2074,2.8124717929056255e-06
2075,3.050228864748754e-06
2076,2.7515831963624984e-06
2077,2.605190841254469e-06
2078,2.383529354438758e-06
2079,2.706475181389973e-06
2080,2.8479237883778086e-06
2081,2.7487583968768037e-06
2082,3.0206358693982367e-06
2083,2.800724518436628e-06
2084,2.945583711564158e-06
2085,2.7883982565982482e-06
2086,3.068284024396848e-06
2087,2.7570896242830444e-06
2088,2.7223152177285667e-06
2089,2.677436456454658e-06
2090,2.8095218824727866e-06
2091,2.619328663610627e-06
2092,2.640248873045596e-06
2093,2.6091433320598007e-06
2094,2.4780351924004585e-06
2095,3.2320794013552567e-06
2096,2.6294849785412374e-06
2097,2.989269427930153e-06
2098,2.719544438829954e-06
2099,2.6201285287796467e-06
2100,2.8858058681745744e-06
2101,2.9661881979857925e-06
2102,2.801180936868078e-06
2103,2.87109349865663e-06
2104,2.643696949391464e-06
2105,2.7503109857928657e-06
2106,3.148693326819439e-06
2107,2.6850730986277115e-06
2108,2.6957839657917486e-06
2109,2.9199907252319165e-06
2110,2.8057343908283924e-06
2111,2.6952018791198587e-06
2112,2.59992417536558e-06
2113,2.767979467707421e-06
2114,2.7947613829166516e-06
2115,3.274795616142397e-06
2116,2.8209587506641147e-06
2117,2.7769607909010314e-06
2118,2.8419215018503705e-06
2119,2.7137190785149477e-06
2120,2.775367992219444e-06
2121,2.575834515929618e-06
2122,2.461320410489599e-06
2123,2.4070882913361855e-06
2124,2.722463052019318e-06
2125,2.7773730426478702e-06
2126,2.5329183384168933e-06
2127,2.5732112076510455e-06
2128,2.7408080911683964e-06
2129,2.9408864302922024e-06
2130,2.7949333522198093e-06
2131,2.8495625520108445e-06
2132,2.655588650686051e-06
2133,2.59124725153321e-06
2134,2.8462199982668737e-06
2135,2.6277725882052345e-06
2136,2.4649983471031387e-06
2137,2.6887827192487593e-06
2138,2.654186393288386e-06
2139,2.9251380136463296e-06
2140,2.5454209154647085e-06
2141,2.5763519520085125e-06
2142,2.628063386327415e-06
2143,2.8571782628408243e-06
2144,2.7421146502830784e-06
2145,2.645305040079572e-06
2146,2.6394081428294703e-06
2147,2.5162917576492156e-06
2148,2.6809301160448576e-06
2149,3.168887132634952e-06
2150,2.431150574892088e-06
2151,2.6684927727664865e-06
2152,2.2059824407847574e-06
2153,2.5785610382171874e-06
2154,2.6788674704164474e-06
2155,2.4737485174846475e-06
2156,2.6275646171381273e-06
2157,3.0145769656814796e-06
2158,2.706088641555631e-06
2159,2.7890857205792613e-06
2160,2.574309847768709e-06
2161,2.7068293802071312e-06
2162,2.764607513371924e-06
2163,2.660396276077333e-06
2164,2.718616489327516e-06
2165,2.5021294606786613e-06
2166,2.8945525255612638e-06
2167,2.6943373511416e-06
2168,2.685928829087047e-06
2169,2.438059363861487e-06
2170,2.3489446791806086e-06
2171,2.532587498123061e-06
2172,2.8019957411236826e-06
2173,2.7964734064025635e-06
2174,2.4230471783459106e-06
2175,2.3476402785123926e-06
2176,2.6891601208553053e-06
2177,2.7962676854265283e-06
2178,2.506925996624008e-06
2179,2.722959228826005e-06
2180,2.328169335028091e-06
2181,2.7623699112070557e-06
2182,2.617944310883448e-06
2183,2.494919997289015e-06
2184,2.6224431601475175e-06
2185,2.453322585856771e-06
2186,2.4249751696250808e-06
2187,2.701628198036684e-06
2188,2.5089408905003645e-06
2189,2.5719583473580496e-06
2190,2.686396059942804e-06
2191,2.7287221691872723e-06
2192,2.8722936941158565e-06
2193,2.51762117261611e-06
2194,2.505022054546386e-06
2195,2.453111670646762e-06
2196,2.36429268360211e-06
2197,2.739185162933386e-06
2198,2.5444487973786936e-06
2199,2.8087833945613493e-06
2200,2.4721518756550252e-06
2201,2.5470233691809816e-06
2202,2.590027570276462e-06
2203,2.4340309962902254e-06
2204,2.4106390467703136e-06
2205,2.3206587975185286e-06
2206,2.401430026060887e-06
2207,2.5941796171276052e-06
2208,2.543031275964541e-06
2209,2.6384889323470018e-06
2210,2.6374280468921275e-06
2211,2.400208720388385e-06
2212,2.5524006304149228e-06
2213,2.403544532294227e-06
2214,2.5744479394907254e-06
2215,2.349792492476389e-06
2216,2.3500819157324856e-06
2217,2.3703342180692083e-06
2218,2.4638174342122156e-06
2219,2.5012221483420486e-06
2220,2.3230424911496323e-06
2221,2.645077414238534e-06
2222,2.537136062467907e-06
2223,2.734104688058159e-06
2224,2.642723487090131e-06
2225,2.7734129929496227e-06
2226,2.459951702678161e-06
2227,2.3809557691231994e-06
2228,2.4148009285584663e-06
2229,2.66513045625359e-06
2230,2.5368129100962746e-06
2231,2.3246828407242813e-06
2232,2.5709631702001057e-06
2233,2.9095058251792386e-06
2234,2.89193238764254e-06
2235,2.220482577135372e-06
2236,2.2746212425820704e-06
2237,2.3773180930989974e-06
2238,2.534113756556628e-06
2239,2.504451441996427e-06
2240,2.2765414902464816e-06
2241,2.6741764149992693e-06
2242,2.45565620561716e-06
2243,2.7210818610392873e-06
2244,2.563777583759084e-06
2245,2.7960663988017113e-06
2246,2.6439455265769035e-06
2247,2.3962644091229424e-06
2248,2.385236115602716e-06
2249,2.7378144832305768e-06
2250,2.6084133336996787e-06
2251,2.411995159028223e-06
2252,2.316850840677835e-06
2253,2.657601850694867e-06
2254,2.453227123951054e-06
2255,2.1778286641294172e-06
2256,2.5910796005636633e-06
2257,2.4252645106011123e-06
2258,2.6787991782437607e-06
2259,2.447206157842329e-06
2260,2.5902036883240947e-06
2261,2.586581117245651e-06
2262,2.393448563568149e-06
2263,2.6265335523380787e-06
2264,2.410418949203398e-06
2265,2.500498183059321e-06
2266,2.210197775528439e-06
2267,2.5804528856117054e-06
2268,2.3947691462828883e-06
2269,2.3171155156909916e-06
2270,2.5045674651883434e-06
2271,2.664903542143608e-06
2272,2.5011029229746405e-06
2273,2.414139135884969e-06
2274,2.266901211203933e-06
2275,2.4489755802743155e-06
2276,2.4510081550793674e-06
2277,2.185592563485025e-06
2278,2.2889213496332093e-06
2279,2.3640364490561876e-06
2280,2.743302203117004e-06
2281,2.5506966545468164e-06
2282,2.4270535629320555e-06
2283,2.742627531284923e-06
2284,2.4628131443977427e-06
2285,2.5919365089851683e-06
2286,2.2110717645766613e-06
2287,2.387559360336561e-06
2288,2.3805504001400147e-06
2289,2.4325097565195618e-06
2290,2.381238255505667e-06
2291,2.447871997782626e-06
2292,2.281153488972789e-06
2293,2.4050093931229925e-06
2294,2.4061598563210517e-06
2295,2.4572834546460592e-06
2296,2.2842277080057766e-06
2297,2.594236527781122e-06
2298,2.3988432414957674e-06
2299,2.6194599303216216e-06
2300,2.217189673958515e-06
2301,2.7113974355504152e-06
2302,2.3945811539996167e-06
2303,2.449521273387775e-06
2304,2.085168371045796e-06
2305,2.160445055734622e-06
2306,2.5801374782810314e-06
2307,2.3293933900881173e-06
2308,2.4614324398492415e-06
2309,2.3141702218889887e-06
2310,2.3856250073286613e-06
2311,2.4435852410634126e-06
2312,2.280374398445163e-06
2313,2.408274479741628e-06
2314,2.449881166853439e-06
2315,2.2573188345982453e-06
2316,2.4112462782188033e-06
2317,1.9542120760635042e-06
2318,2.5502529730560286e-06
2319,2.404283484849738e-06
2320,2.587635793460051e-06
2321,2.3595098883749712e-06
2322,2.2605294159243313e-06
2323,2.022722341210905e-06
2324,2.454524174426415e-06
2325,2.198284504548584e-06
2326,2.3055675095968658e-06
2327,2.453898136538783e-06
2328,2.298382445405353e-06
2329,2.4486082562471172e-06
2330,2.3781920028970002e-06
2331,2.3085647428153455e-06
2332,2.0649911873376845e-06
2333,2.1583053005243463e-06
2334,2.267118068537079e-06
2335,2.157385024615164e-06
2336,2.1657721112113464e-06
2337,2.358565464694839e-06
2338,2.454968078128829e-06
2339,2.2655347222229434e-06
2340,2.3800487631136325e-06
2341,2.556683659869727e-06
2342,2.1115206337941732e-06
2343,2.2618530181267266e-06
2344,2.4052332468020775e-06
2345,2.3250264443650144e-06
2346,2.085353051597681e-06
2347,2.1657807907486095e-06
2348,2.2123316841654176e-06
2349,2.1850175599524438e-06
2350,2.2741336483469473e-06
2351,2.2641844378660976e-06
2352,2.1991540045175232e-06
2353,2.3304449433148818e-06
2354,2.2594136206046043e-06
2355,2.185389098892045e-06
2356,2.266641914510035e-06
2357,2.426060834363093e-06
2358,2.148834091204976e-06
2359,2.447432479721778e-06
2360,2.2205925223909855e-06
2361,2.1074860376781005e-06
2362,2.1986410003639943e-06
2363,2.1589689012931456e-06
2364,2.114264032475427e-06
2365,2.4136648554892983e-06
2366,2.2652420671091764e-06
2367,2.3923145531187363e-06
2368,2.276045688373758e-06
2369,2.0069889894746444e-06
2370,2.424075371754313e-06
2371,2.376289649710641e-06
2372,2.3687660111540454e-06
2373,2.352169463285229e-06
2374,2.4894619802784983e-06
2375,2.032893898299038e-06
2376,2.150173316924831e-06
2377,2.3548092830104433e-06
2378,2.177432989033984e-06
2379,2.076085299090321e-06
2380,2.3874861467224657e-06
2381,2.1388117708548564e-06
2382,2.257315993693672e-06
2383,2.1543009449868327e-06
2384,2.3369932045779888e-06
2385,2.1857977513735706e-06
2386,2.013924271121574e-06
2387,2.3152526033294088e-06
2388,2.222046551651912e-06
2389,2.118707971981684e-06
2390,2.119823975313585e-06
2391,2.2426130645126153e-06
2392,2.4280282671305083e-06
2393,2.3253829093148916e-06
2394,2.0400185553054367e-06
2395,2.258887931281941e-06
2396,2.1519337003440355e-06
2397,2.136668398512106e-06
2398,2.1768075273335247e-06
2399,2.275217460935436e-06
2400,1.9854947096016353e-06
2401,2.087375097809546e-06
2402,2.1590025981088826e-06
2403,2.3273591066404167e-06
2404,2.004075552348457e-06
2405,2.0634138449264197e-06
2406,2.3966739762205165e-06
2407,2.2240150257730785e-06
2408,1.9795923534605447e-06
2409,2.1047070231709292e-06
2410,2.1716651804783655e-06
2411,2.1819116557307458e-06
2412,2.3009187195694214e-06
2413,2.040783477943461e-06
2414,2.19278803533504e-06
2415,2.309896428482288e-06
2416,2.063013315253543e-06
2417,2.1187234726770925e-06
2418,2.2817640111350767e-06
2419,2.062511623268937e-06
2420,2.263162225981239e-06
2421,2.1592364625893727e-06
2422,2.2120234294681275e-06
2423,2.1469002926186703e-06
2424,1.930793850858233e-06
2425,2.130919042269428e-06
2426,2.3195129740744413e-06
2427,2.1422998343451615e-06
2428,2.268281794299847e-06
2429,2.2004887268576856e-06
2430,2.1914947941437013e-06
2431,2.1824544711192817e-06
2432,2.2739460640635514e-06
2433,2.049801440501903e-06
2434,1.92673572607217e-06
2435,2.2414857781763535e-06
2436,2.104916243004515e-06
2437,2.0975047048308207e-06
2438,2.2565381771007925e-06
2439,2.0024533315918106e-06
2440,2.1611592462812326e-06
2441,2.1591392402934853e-06
2442,2.267507054704673e-06
2443,2.1621854277804265e-06
2444,1.8462623486682455e-06
2445,2.077705737440251e-06
2446,1.9118351819921666e-06
2447,2.2057206342406315e-06
2448,2.0906095694972336e-06
2449,1.9526025080298985e-06
2450,2.3333522517011697e-06
2451,2.2049639833432207e-06
2452,2.157292005638102e-06
2453,1.852732194903449e-06
2454,2.0316865485878204e-06
2455,2.3582748693066663e-06
2456,2.0951188326775533e-06
2457,2.0116373094481855e-06
2458,1.952802052059927e-06
2459,2.2034076324997114e-06
2460,2.1350499537169983e-06
2461,2.174168822513036e-06
2462,2.265567640538304e-06
2463,2.1074113111418306e-06
2464,2.0612262749131893e-06
2465,2.109611200768062e-06
2466,2.0964504464650484e-06
2467,2.0667794529723157e-06
2468,2.0735393857840007e-06
2469,2.129891956072538e-06
2470,2.0512743192330504e-06
2471,2.082176252764085e-06
2472,2.0321723269069495e-06
2473,2.254949360601562e-06
2474,1.910239179454512e-06
2475,2.197562329906659e-06
2476,2.085121463409956e-06
2477,2.0804674978324267e-06
2478,1.9521647224248656e-06
2479,1.9688031635049246e-06
2480,2.0791423048600284e-06
2481,2.0759959104192494e-06
2482,1.8996424668335409e-06
2483,2.158585713733621e-06
2484,2.049199435342898e-06
2485,2.027971216159776e-06
2486,1.783308527947471e-06
2487,2.123959554218071e-06
2488,1.8729187990162236e-06
2489,1.9179724640891555e-06
2490,2.1697087042476055e-06
2491,2.222174688205601e-06
2492,1.8841598291813673e-06
2493,1.9916337630585693e-06
2494,2.136548984135966e-06
2495,1.978190366976915e-06
2496,2.029806408533482e-06
2497,2.1266732053177123e-06
2498,1.890283959257319e-06
2499,2.0565744400141204e-06
2500,1.8809963092401158e-06
2501,2.0694991097211053e-06
2502,2.170833733935385e-06
2503,2.2560781783595123e-06
2504,2.0401834185463207e-06
2505,2.1599027304396484e-06
2506,1.9362613337619864e-06
2507,1.9554682532720196e-06
2508,1.8010670605961538e-06
2509,2.149899577768431e-06
2510,1.8870685916533322e-06
2511,2.0006360833955916e-06
2512,2.299816010461553e-06
2513,2.1274563220445973e-06
2514,2.051449294252076e-06
2515,2.057331022014098e-06
2516,2.056866770483932e-06
2517,1.7931874987422592e-06
2518,1.8299481049881055e-06
2519,2.147160619125861e-06
2520,2.010714623352804e-06
2521,1.9915637933916206e-06
2522,2.099568785514769e-06
2523,1.9450465159875865e-06
2524,2.2389089872508877e-06
2525,2.0455868923007008e-06
2526,2.193622816774368e-06
2527,2.0838020776449843e-06
2528,2.077990325479123e-06
2529,1.8751653317295198e-06
2530,1.87627235801154e-06
2531,1.8379267237902653e-06
2532,1.96641039732503e-06
2533,1.9006101938361425e-06
2534,2.0486068098133585e-06
2535,2.0304999847985723e-06
2536,1.7892277428396398e-06
2537,1.9426733332635295e-06
2538,2.0355330384140844e-06
2539,1.8701162018970324e-06
2540,1.7982560345061566e-06
2541,1.8059377294080197e-06
2542,1.9193364106313514e-06
2543,2.028672444258283e-06
2544,1.9534360508575263e-06
2545,2.0916010187524127e-06
2546,2.0324255009782557e-06
2547,2.075083797380754e-06
2548,2.0243114340797905e-06
2549,1.751623810939394e-06
2550,1.7791512218337185e-06
2551,2.058630568539802e-06
2552,2.129471661848764e-06
2553,1.9380764740176235e-06
2554,1.9306407390616067e-06
2555,1.9027441402312108e-06
2556,1.9431550429369265e-06
2557,1.9737995354836873e-06
2558,1.8436074825434185e-06
2559,1.9799766524974062e-06
2560,1.8471728551524523e-06
2561,2.0200393188676474e-06
2562,2.0138150081916936e-06
2563,2.027125022881944e-06
2564,1.8801861815650864e-06
2565,1.8988093067347033e-06
2566,1.9559787040436623e-06
2567,1.7615181062591796e-06
2568,1.8834337658129151e-06
2569,1.9547225266724204e-06
2570,1.8636795393745178e-06
2571,1.9095675774355074e-06
2572,2.115431904399202e-06
2573,1.714366327876915e-06
2574,1.7374423391345989e-06
2575,2.03241294035057e-06
2576,1.9192803375736163e-06
2577,1.8735852428888709e-06
2578,1.8174730254825204e-06
2579,1.971803536039895e-06
2580,1.7336174936564862e-06
2581,2.004086390620059e-06
2582,1.941648778182643e-06
2583,1.8922866281935136e-06
2584,2.010370966005652e-06
2585,2.0189758747680247e-06
2586,1.8068605555888073e-06
2587,1.7912957552233118e-06
2588,2.078096839844601e-06
2589,1.9176785313204216e-06
2590,1.8393746004246616e-06
2591,1.9063133450437076e-06
2592,1.8367195918910547e-06
2593,1.909259906586233e-06
2594,2.055640914454497e-06
2595,1.9296142309108224e-06
2596,1.9944750466520096e-06
2597,1.989833345613317e-06
2598,1.9140053577339164e-06
2599,1.8152955834567009e-06
2600,1.7619942731735212e-06
2601,2.023102008393302e-06
2602,1.7927138802283761e-06
2603,1.915725227316875e-06
2604,1.973329616143037e-06
2605,1.8708624030818507e-06
2606,1.8391279935700912e-06
2607,1.9616494024607184e-06
2608,1.7940794590164653e-06
2609,1.9877731159923874e-06
2610,1.6332701260419478e-06
2611,1.8601791276607325e-06
2612,1.8570386964695666e-06
2613,1.8943682876597775e-06
2614,1.9366757910988208e-06
2615,2.079850070956093e-06
2616,2.181084667055818e-06
2617,1.9563685207446938e-06
2618,2.0340374488255986e-06
2619,1.8130623479580478e-06
2620,2.0026229356621964e-06
2621,1.9358395178062422e-06
2622,1.6126413440262416e-06
2623,1.992118249161625e-06
2624,1.7978687956274354e-06
2625,1.8449042299507436e-06
2626,1.8274838322445673e-06
2627,1.710446342658563e-06
2628,1.8263075666719857e-06
2629,1.972936019146508e-06
2630,1.7135670789820367e-06
2631,1.7793067276429958e-06
2632,1.7665353583067306e-06
2633,1.9118827298239833e-06
2634,1.8531051165711139e-06
2635,1.808751357181332e-06
2636,1.8787908629362393e-06
2637,1.964466909437776e-06
2638,1.739300656158674e-06
2639,1.8704937750514597e-06
2640,1.7621371429995684e-06
2641,1.7698575144490346e-06
2642,1.7195738861514388e-06
2643,1.7354081056870231e-06
2644,1.9085269485386193e-06
2645,1.7509438928531318e-06
2646,1.8042446000209419e-06
2647,1.8310756169784442e-06
2648,1.868468266810732e-06
2649,1.852219082849673e-06
2650,1.6782246097955025e-06
2651,1.8679726458599853e-06
2652,1.9903203022069128e-06
2653,1.8247612540945091e-06
2654,1.8542597258001858e-06
2655,1.7558681978751175e-06
2656,1.8341199508092094e-06
2657,1.916510163637527e-06
2658,1.9215959067434206e-06
2659,1.8668175947885218e-06
2660,1.8134159704306946e-06
2661,1.878421674852694e-06
2662,1.8532655084331478e-06
2663,1.876820134974683e-06
2664,1.829504047609586e-06
2665,1.839556919654526e-06
2666,1.6836674632603859e-06
2667,1.802437264989438e-06
2668,1.8109950645898742e-06
2669,1.856263971562462e-06
2670,1.962150360570202e-06
2671,1.6543275733914522e-06
2672,1.6999296992323611e-06
2673,1.6466072095420272e-06
2674,1.7497720889545008e-06
2675,1.8664698982030646e-06
2676,1.7301764741891331e-06
2677,1.9000640544776659e-06
2678,1.8337680152168665e-06
2679,2.0041012739192246e-06
2680,1.9053539783299125e-06
2681,1.8598199176508803e-06
2682,1.7452389564992235e-06
2683,1.9273956239096578e-06
2684,1.7983576228724336e-06
2685,1.7298779561470585e-06
2686,1.82778446370155e-06
2687,1.869024534968615e-06
2688,1.8150490935338657e-06
2689,1.7084686170466645e-06
2690,1.849596430096192e-06
2691,1.602004695506351e-06
2692,1.7922566162834506e-06
2693,1.7354012295251486e-06
2694,1.6592164984698556e-06
2695,1.7859529809199716e-06
2696,1.7332989979143065e-06
2697,1.8418629531204433e-06
2698,1.8595755798375976e-06
2699,1.8453152997731988e-06
2700,1.8965754953670434e-06
2701,1.8564732761611717e-06
2702,1.7706943078979782e-06
2703,1.6643877134009385e-06
2704,1.766507639614101e-06
2705,1.6172268977488008e-06
2706,1.7866469699351597e-06
2707,1.7278335317348476e-06
2708,1.6651212302896498e-06
2709,1.8703536575605059e-06
2710,1.578050195332027e-06
2711,2.0126363777429294e-06
2712,1.6353394859517137e-06
2713,1.8312055884180602e-06
2714,1.8363922727181527e-06
2715,1.6542256804658245e-06
2716,1.7222182333719273e-06
2717,1.5689805212217425e-06
2718,1.7158259503759154e-06
2719,1.6082196917300993e-06
2720,1.5738815636768892e-06
2721,1.8879414710075538e-06
2722,1.5759076167724023e-06
2723,1.7394644686196475e-06
2724,1.674339608827701e-06
2725,1.6412495271206427e-06
